        0.0000000E+00        0.7768846E+00        0.7768846E+00        0.1340953E+05        0.3300000E+02
        0.0000000E+00        0.7772953E+00        0.7772953E+00        0.4368095E+04        0.3100000E+02
        0.0000000E+00        0.7778926E+00        0.7778926E+00        0.6618520E+04        0.6400000E+02
        0.0000000E+00        0.7778926E+00        0.7778926E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7778926E+00        0.7778926E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7778926E+00        0.7778926E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7778926E+00        0.7778926E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7778926E+00        0.7778926E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7779983E+00        0.7779983E+00       -0.4129495E+05        0.3200000E+02
        0.1442266E-01        0.7631305E+00        0.7775531E+00       -0.2162832E+05        0.1900000E+02
        0.0000000E+00        0.7770610E+00        0.7770610E+00       -0.1265110E+05        0.1300000E+02
        0.0000000E+00        0.7770610E+00        0.7770610E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7770610E+00        0.7770610E+00        0.0000000E+00        0.0000000E+00
        0.1715706E-06        0.7770574E+00        0.7770576E+00       -0.5651986E+01        0.1000000E+01
        0.0000000E+00        0.7758557E+00        0.7758557E+00       -0.2396213E+05        0.3200000E+02
        0.5100113E-03        0.7753113E+00        0.7758213E+00        0.4197802E+03        0.2000000E+01
        0.0000000E+00        0.7819984E+00        0.7819984E+00        0.4280232E+05        0.3000000E+02
        0.0000000E+00        0.7819984E+00        0.7819984E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7819984E+00        0.7819984E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7862337E+00        0.7862337E+00        0.3632928E+05        0.3200000E+02
        0.0000000E+00        0.7862337E+00        0.7862337E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7862337E+00        0.7862337E+00        0.0000000E+00        0.0000000E+00
        0.6184477E-03        0.7856141E+00        0.7862326E+00       -0.9987736E+03        0.5000000E+01
        0.0000000E+00        0.7842498E+00        0.7842498E+00       -0.7383803E+05        0.9100000E+02
        0.0000000E+00        0.7842498E+00        0.7842498E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7842498E+00        0.7842498E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7880097E+00        0.7880097E+00        0.2590127E+05        0.3200000E+02
        0.0000000E+00        0.7860478E+00        0.7860478E+00       -0.3837620E+05        0.3200000E+02
        0.0000000E+00        0.7860478E+00        0.7860478E+00        0.0000000E+00        0.0000000E+00
        0.1227917E-01        0.7792884E+00        0.7915676E+00        0.4172286E+05        0.2500000E+02
        0.0000000E+00        0.7933279E+00        0.7933279E+00        0.5500583E+04        0.7000000E+01
        0.0000000E+00        0.7933279E+00        0.7933279E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7933279E+00        0.7933279E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7933279E+00        0.7933279E+00        0.0000000E+00        0.0000000E+00
        0.2327953E-03        0.7974117E+00        0.7976444E+00        0.4021116E+05        0.3100000E+02
        0.2664453E-01        0.7709156E+00        0.7975602E+00       -0.3515946E+05        0.2200000E+02
        0.0000000E+00        0.7970511E+00        0.7970511E+00       -0.1403201E+05        0.1200000E+02
        0.0000000E+00        0.7957511E+00        0.7957511E+00       -0.2783347E+05        0.3200000E+02
        0.0000000E+00        0.7957511E+00        0.7957511E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7957511E+00        0.7957511E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.7985132E+00        0.7985132E+00        0.1751206E+05        0.3200000E+02
        0.6877344E-05        0.8039544E+00        0.8039613E+00        0.8997533E+04        0.6500000E+02
        0.0000000E+00        0.8060760E+00        0.8060760E+00        0.1616440E+05        0.3100000E+02
        0.0000000E+00        0.8060760E+00        0.8060760E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.8058739E+00        0.8058739E+00       -0.7564530E+04        0.3200000E+02
        0.0000000E+00        0.8058739E+00        0.8058739E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.8079332E+00        0.8079332E+00       -0.2339805E+05        0.6400000E+02
        0.0000000E+00        0.8138345E+00        0.8138345E+00        0.4425331E+05        0.3200000E+02
        0.0000000E+00        0.8138345E+00        0.8138345E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.8138345E+00        0.8138345E+00        0.0000000E+00        0.0000000E+00
